"director_name","duration","actor_2_name","gross","actor_1_name","movie_title","actor_3_name","language","country","budget","title_year","imdb_score","genres"
"Chuck Russell",114,"Amy Yasbeck",119938730,"Peter Greene","The Mask ","Reg E. Cathey","English","USA",18000000,1994,6.9,"Action"
"Penny Marshall",130,"Jon Lovitz",114968774,"Tom Hanks","Big ","John Heard","English","USA",18000000,1988,7.3,"Comedy"
"Larry Charles",82,"Ken Davitian",128505958,"Luenell","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ","Chester","English","USA",18000000,2006,7.3,"Comedy"
"Robert Luketic",96,"Raquel Welch",95001351,"Linda Cardellini","Legally Blonde ","Alanna Ubach","English","USA",18000000,2001,6.2,"Comedy"
"Leonard Nimoy",105,"Nichelle Nichols",76400000,"Leonard Nimoy","Star Trek III: The Search for Spock ","Walter Koenig","English","USA",17000000,1984,6.6,"Action"
"Scott Derrickson",122,"Colm Feore",75072454,"Tom Wilkinson","The Exorcism of Emily Rose ","JR Bourne","English","USA",20000000,2005,6.7,"Drama"
"Mike Mitchell",88,"Eddie Griffin",65535067,"Amy Poehler","Deuce Bigalow: Male Gigolo ","Bree Turner","English","USA",17000000,1999,5.7,"Comedy"
"Vic Armstrong",110,"Lea Thompson",13998282,"Nicolas Cage","Left Behind ","Quinton Aaron","English","USA",16000000,2014,3.1,"Action"
"Thomas Bezucha",103,"Paul Schneider",6061759,"Craig T. Nelson","The Family Stone ","Tyrone Giordano","English","USA",17000000,2005,6.3,"Comedy"
"Kevin Rodney Sullivan",106,"Sean Patrick Thomas",64955956,"Harry Lennix","Barbershop 2: Back in Business ","Kenan Thompson","English","USA",18000000,2004,5.7,"Comedy"
"Terry Zwigoff",98,"Tony Cox",60057639,"Bernie Mac","Bad Santa ","Alex Borstein","English","USA",18000000,2003,7.1,"Comedy"
"Jay Roach",68,"Charles Napier",53868030,"Will Ferrell","Austin Powers: International Man of Mystery ","Robert Wagner","English","USA",17000000,1997,7,"Comedy"
"Kirk Jones",94,"Louis Mandylor",59573085,"Nia Vardalos","My Big Fat Greek Wedding 2 ","Joey Fatone","English","USA",18000000,2016,6.1,"Comedy"
"David Bowers",99,"Rachael Harris",52691009,"Zachary Gordon","Diary of a Wimpy Kid: Rodrick Rules ","Fran Kranz","English","USA",21000000,2011,6.6,"Comedy"
"John McTiernan",107,"Bill Duke",59735548,"Shane Black","Predator ","Carl Weathers","English","USA",15000000,1987,7.8,"Action"
"Milos Forman",180,"F. Murray Abraham",51600000,"Jeffrey Jones","Amadeus ","Tom Hulce","English","USA",18000000,1984,8.3,"Biography"
"Nelson McCormick",89,"Scott Porter",43818159,"Ming-Na Wen","Prom Night ","Collins Pennie","English","USA",20000000,2008,3.9,"Horror"
"Mark Waters",97,"Amy Poehler",86049418,"Tina Fey","Mean Girls ","Neil Flynn","English","USA",17000000,2004,7,"Comedy"
"Audrey Wells",113,"Lindsay Duncan",43601508,"Raoul Bova","Under the Tuscan Sun ","Mario Monicelli","English","USA",18000000,2003,6.7,"Comedy"
"Robert Altman",131,"Bob Balaban",41300105,"Kristin Scott Thomas","Gosford Park ","Tom Hollander","English","UK",19800000,2001,7.3,"Drama"
"Francis Ford Coppola",103,"Kathleen Turner",41382841,"Nicolas Cage","Peggy Sue Got Married ","Joan Allen","English","USA",18000000,1986,6.3,"Comedy"
"Alejandro G. Iñárritu",119,"Naomi Watts",42335698,"Emma Stone","Birdman or (The Unexpected Virtue of Ignorance) ","Merritt Wever","English","USA",18000000,2014,7.8,"Comedy"
"Woody Allen",98,"Charlie Tahan",33404871,"Sally Hawkins","Blue Jasmine ","Andrew Dice Clay","English","USA",18000000,2013,7.3,"Drama"
"Paul Greengrass",111,"David Alan Basche",31471430,"Christian Clemenson","United 93 ","Susan Blommaert","English","USA",15000000,2006,7.6,"Drama"
"Bille Woodruff",94,"Mekhi Phifer",30222640,"Christian Monzon","Honey ","Romeo Miller","English","USA",25000000,2003,5.3,"Drama"
"Edward Zwick",122,"Morgan Freeman",26830000,"Denzel Washington","Glory ","Matthew Broderick","English","USA",18000000,1989,7.9,"Drama"
"Rick Friedberg",81,"Barry Bostwick",26906039,"Hulk Hogan","Spy Hard ","Nicollette Sheridan","English","USA",18000000,1996,5.3,"Action"
"John Carpenter",89,"Hal Holbrook",21378000,"Jamie Lee Curtis","The Fog ","Janet Leigh","English","USA",1000000,1980,6.8,"Fantasy"
"Sean McNamara",106,"Chris Brochu",43853424,"Dennis Quaid","Soul Surfer ","Craig T. Nelson","English","USA",18000000,2011,7.1,"Biography"
"Jody Hill",86,"Celia Weston",23993605,"Collette Wolfe","Observe and Report ","Dan Bakkedahl","English","USA",18000000,2009,5.8,"Comedy"
"Richard Fleischer",103,"Olivia d'Abo",26400000,"Mako","Conan the Destroyer ","Grace Jones","English","USA",18000000,1984,5.8,"Action"
"Martin Scorsese",121,"Cathy Moriarty",45250,"Robert De Niro","Raging Bull ","Frank Vincent","English","USA",18000000,1980,8.3,"Biography"
"Brandon Camp",109,"Sasha Alexander",22927390,"Judy Greer","Love Happens ","Frances Conroy","English","USA",18000000,2009,5.6,"Drama"
"Barry Levinson",109,"Roger Ashton-Griffiths",4250320,"Nicholas Rowe","Young Sherlock Holmes ","Freddie Jones","English","USA",18000000,1985,6.8,"Adventure"
"Kevin Tancharoen",123,"Kay Panabaker",22452209,"Kelsey Grammer","Fame ","Megan Mullally","English","USA",18000000,2009,5,"Comedy"
"Danny Boyle",94,"Treat Williams",18329466,"James Franco","127 Hours ","Kate Burton","English","USA",18000000,2010,7.6,"Adventure"
"Woody Allen",94,"Jon Lovitz",17071230,"Woody Allen","Small Time Crooks ","Michael Rapaport","English","USA",18000000,2000,6.7,"Comedy"
"Nicholas Hytner",115,"Susan May Pratt",17174870,"Amanda Schull","Center Stage ","Ethan Stiefel","English","USA",18000000,2000,6.7,"Drama"
"Jessie Nelson",107,"Alex Borstein",26284475,"Olivia Wilde","Love the Coopers ","Timothée Chalamet","English","USA",17000000,2015,5.7,"Comedy"
"Bart Freundlich",91,"Corbin Bleu",16702864,"Kristen Stewart","Catch That Kid ","Kevin G. Schmidt","English","USA",18000000,2004,5.2,"Comedy"
"Irwin Winkler",125,"Hayden Christensen",15561627,"Ian Somerhalder","Life as a House ","Kristin Scott Thomas","English","USA",18000000,2001,7.5,"Drama"
"Danny Boyle",122,"Michael Fassbender",17750583,"Kate Winslet","Steve Jobs ","Michael Stuhlbarg","English","UK",30000000,2015,7.2,"Biography"
"Chris Columbus",102,"Marie Avgeropoulos",14793904,"Alan Ruck","I Love You, Beth Cooper ","Shawn Roberts","English","Canada",18000000,2009,5.3,"Comedy"
"Miguel Arteta",90,"Ari Graynor",15281286,"Steve Buscemi","Youth in Revolt ","Fred Willard","English","USA",18000000,2009,6.5,"Comedy"
"William A. Fraker",98,"Richard Farnsworth",8000000,"Jason Robards","The Legend of the Lone Ranger ","Michael Horse","English","USA",18000000,1981,5,"Action"
"John Boorman",109,"Jamie Lee Curtis",13491653,"Daniel Radcliffe","The Tailor of Panama ","Mark Margolis","English","USA",18000000,2001,6.1,"Drama"
"Courtney Solomon",90,"Paul Freeman",10494494,"Rebecca Budig","Getaway ","Bruce Payne","English","USA",18000000,2013,4.4,"Action"
"Ang Lee",112,"Kate Burton",7837632,"Joan Allen","The Ice Storm ","Henry Czerny","English","USA",18000000,1997,7.5,"Drama"
"Rob Reiner",94,"Annie Parisse",15155772,"Yaya DaCosta","And So It Goes ","Frankie Valli","English","USA",18000000,2014,5.7,"Comedy"
"Jeff Kanew",105,"Shelley Long",8508843,"Craig T. Nelson","Troop Beverly Hills ","Kellie Martin","English","USA",18000000,1989,5.5,"Adventure"
"István Szabó",104,"Shaun Evans",7739049,"Miriam Margolyes","Being Julia ","Juliet Stevenson","English","Canada",18000000,2004,7.1,"Comedy"
"Adrian Lyne",112,"Karen Young",6734844,"David Margulies","9½ Weeks ","Kim Chan","English","USA",17000000,1986,5.9,"Drama"
"Matthew Robbins",108,"Ralph Richardson",6000000,"Ian McDiarmid","Dragonslayer ","Albert Salmi","English","USA",18000000,1981,6.7,"Action"
"Michael Hoffman",112,"Kerry Condon",6615578,"David Masterson","The Last Station ","Anne-Marie Duff","English","Germany",13000000,2009,7,"Biography"
"Tim Burton",127,"Bill Murray",5887457,"Johnny Depp","Ed Wood ","Martin Landau","English","USA",18000000,1994,7.9,"Biography"
"Jason Reitman",111,"Kate Winslet",13362308,"J.K. Simmons","Labor Day ","Brooke Smith","English","USA",18000000,2013,6.9,"Drama"
"Guy Ritchie",114,"Gerard Butler",5694401,"Tom Hardy","RocknRolla ","Tom Wilkinson","English","UK",18000000,2008,7.3,"Action"
"Hal Needham",99,"Michael Beck",5333658,"Barry Bostwick","Megaforce ","Henry Silva","English","USA",20000000,1982,3.5,"Action"
"Kenneth Branagh",150,"Brian Blessed",4414535,"Julie Christie","Hamlet ","Richard Briers","English","UK",18000000,1996,7.8,"Drama"
"Jeff Nichols",112,"Sam Shepard",3707794,"Kirsten Dunst","Midnight Special ","Paul Sparks","English","Greece",18000000,2016,6.7,"Adventure"
"Woody Allen",108,"Stockard Channing",3203044,"Woody Allen","Anything Else ","Fisher Stevens","English","USA",18000000,2003,6.4,"Comedy"
"Jonathan Teplitzky",116,"Colin Firth",4435083,"Jeremy Irvine","The Railway Man ","Sam Reid","English","Australia",18000000,2013,7.1,"Biography"
"Mike Marvin",93,"Randy Quaid",3500000,"Clint Howard","The Wraith ","Nick Cassavetes","English","USA",2700000,1986,5.9,"Action"
"D.J. Caruso",103,"Meat Loaf",676698,"Adam Goldberg","The Salton Sea ","Anthony LaPaglia","English","USA",18000000,2002,7.2,"Crime"
"Lance Hool",121,"Joaquim de Almeida",229311,"Tom Berenger","One Man's Hero ","Mark Moses","English","Spain",11350000,1999,6.2,"Action"
"Christian Volckman",105,"Catherine McCormack",63260,"Romola Garai","Renaissance ","Kevork Malikyan","English","France",14000000,2006,6.7,"Action"
"Greg Mottola",119,"Joe Lo Truglio",121463226,"Emma Stone","Superbad ","Kevin Corrigan","English","USA",20000000,2007,7.6,"Comedy"
"Jon M. Chu",98,"Mari Koda",58006147,"Cassie Ventura","Step Up 2: The Streets ","Luis Rosado","English","USA",23000000,2008,6.2,"Drama"
"Cory Edwards",80,"Chazz Palminteri",51053787,"Anne Hathaway","Hoodwinked! ","Jim Belushi","English","USA",17500000,2005,6.5,"Action"
"Terry George",121,"Sophie Okonedo",23472900,"Don Cheadle","Hotel Rwanda ","Hakeem Kae-Kazim","English","UK",17500000,2004,8.1,"Drama"
"Xavier Gens",94,"Dougray Scott",39687528,"Henry Ian Cusick","Hitman ","Ulrich Thomsen","English","France",24000000,2007,6.3,"Action"
"Kasi Lemmons",93,"Mary J. Blige",7017178,"Jennifer Hudson","Black Nativity ","Vondie Curtis-Hall","English","USA",17500000,2013,4.4,"Drama"
"Matt Dillon",116,"Shawn Andrews",325491,"Kirk Fox","City of Ghosts ","Rob Campbell","English","USA",17500000,2002,6,"Crime"
"Alejandro Amenábar",101,"Elaine Cassidy",96471845,"Fionnula Flanagan","The Others ","Eric Sykes","English","USA",17000000,2001,7.6,"Fantasy"
"James Cameron",154,"Carrie Henn",85200000,"Michael Biehn","Aliens ","Jenette Goldstein","English","USA",18500000,1986,8.4,"Action"
"George Cukor",170,"Rex Harrison",72000000,"Jeremy Brett","My Fair Lady ","Theodore Bikel","English","USA",17000000,1964,7.9,"Drama"
"Jim Gillespie",99,"Sarah Michelle Gellar",72219395,"Muse Watson","I Know What You Did Last Summer ","Anne Heche","English","USA",17000000,1997,5.6,"Horror"
"Luke Greenfield",104,"Damon Wayans Jr.",82389560,"Rob Riggle","Let's Be Cops ","James D'Arcy","English","USA",17000000,2014,6.5,"Comedy"
"Alexander Payne",126,"Patrick Gallagher",71502303,"Virginia Madsen","Sideways ","M.C. Gainey","English","USA",12000000,2004,7.5,"Adventure"
"Jay Chandrasekhar",110,"Owain Yeoman",19179969,"Chris Moss","Beerfest ","Jay Chandrasekhar","English","USA",17500000,2006,6.3,"Comedy"
"John Carpenter",101,"Donald Pleasence",47000000,"Jamie Lee Curtis","Halloween ","P.J. Soles","English","USA",300000,1978,7.9,"Horror"
"John Hoffman",87,"Molly Shannon",37566230,"Liam Aiken","Good Boy! ","Kevin Nealon","English","USA",17000000,2003,5.1,"Comedy"
"Malcolm D. Lee",123,"Sanaa Lathan",70492685,"Harold Perrineau","The Best Man Holiday ","Eddie Cibrian","English","USA",17000000,2013,6.7,"Comedy"
"Joe Carnahan",109,"Common",35635046,"Ryan Reynolds","Smokin' Aces ","Alex Rocco","English","UK",17000000,2006,6.7,"Action"
"Kevin Greutert",90,"Gina Holden",45670855,"Costas Mandylor","Saw 3D: The Final Chapter ","Betsy Russell","English","Canada",20000000,2010,5.6,"Horror"
"Michael Lehmann",96,"Vinessa Shaw",37939782,"Emmanuelle Vaugier","40 Days and 40 Nights ","Paulo Costanzo","English","USA",17000000,2002,5.6,"Comedy"
"Joseph Kosinski",125,"Olivia Wilde",172051787,"Jeff Bridges","TRON: Legacy ","James Frain","English","USA",170000000,2010,6.8,"Action"
"John Fortenberry",82,"Chris Kattan",30324946,"Will Ferrell","A Night at the Roxbury ","Dan Hedaya","English","USA",17000000,1998,6.2,"Comedy"
"Daniel Barnz",86,"Mary-Kate Olsen",27854896,"Alex Pettyfer","Beastly ","Erik Knudsen","English","USA",17000000,2011,5.6,"Drama"
"Alexandre Aja",108,"Greg Nicotero",41777564,"Dan Byrd","The Hills Have Eyes ","Vinessa Shaw","English","USA",15000000,2006,6.4,"Horror"
"Sam Weisman",98,"Jenna Boyd",22734486,"Kevin Grevioux","Dickie Roberts: Former Child Star ","Mary McCormack","English","USA",17000000,2003,5.6,"Comedy"
"Niki Caro",129,"Valente Rodriguez",44469602,"Morgan Saylor","McFarland, USA ","Diana Maria Riva","English","USA",17000000,2015,7.4,"Biography"
"Jason Moore",112,"Hana Mae Lee",64998368,"Anna Kendrick","Pitch Perfect ","Ben Platt","English","USA",17000000,2012,7.2,"Comedy"
"Michael Tollin",108,"Brian Dennehy",19693891,"Marc Blucas","Summer Catch ","Bruce Davison","English","USA",34000000,2001,4.9,"Comedy"
"Sam Raimi",121,"Bridget Fonda",16311763,"Gary Cole","A Simple Plan ","Chelcie Ross","English","UK",17000000,1998,7.5,"Crime"
"Robert Harmon",89,"Ethan Embry",12693621,"Alexander Gould","They ","Marc Blucas","English","USA",17000000,2002,4.8,"Horror"
"Trent Cooper",89,"Larry the Cable Guy",15655665,"Thomas F. Wilson","Larry the Cable Guy: Health Inspector ","Megyn Price","English","USA",4000000,2006,3.1,"Comedy"
"Gary Halvorson",73,"Kevin Clash",11634458,"Vanessa Williams","The Adventures of Elmo in Grouchland ","Caroll Spinney","English","USA",17000000,1999,5.8,"Adventure"
"Antoine Fuqua",132,"Lili Taylor",27154426,"Don Cheadle","Brooklyn's Finest ","Armando Riesco","English","USA",17000000,2009,6.7,"Crime"
"Fede Alvarez",96,"Elizabeth Blackmore",54239856,"Lou Taylor Pucci","Evil Dead ","Ellen Sandweiss","English","USA",17000000,2013,6.5,"Horror"
"Donald Petrie",98,"Harland Williams",8662318,"Nia Vardalos","My Life in Ruins ","Rachel Dratch","English","USA",17000000,2009,5.9,"Comedy"
"Paul Weitz",107,"Dennis Quaid",7156725,"Judy Greer","American Dreamz ","Chris Klein","English","USA",19000000,2006,5.5,"Comedy"
"Sidney J. Furie",134,"Margot Kidder",15681020,"Jim Broadbent","Superman IV: The Quest for Peace ","William Hootkins","English","UK",17000000,1987,3.6,"Action"
"Wayne Kramer",122,"Chazz Palminteri",6855137,"Paul Walker","Running Scared ","Ivana Milicevic","English","Germany",17000000,2006,7.4,"Action"
"Jim Goddard",97,"Paul Freeman",2315683,"Victor Wong","Shanghai Surprise ","Clyde Kusatsu","English","UK",17000000,1986,3,"Adventure"
"Neil Burger",110,"Eddie Marsan",39825798,"Rufus Sewell","The Illusionist ","Jake Wood","English","USA",16000000,2006,7.6,"Drama"
"Noel Marshall",102,"Melanie Griffith",2000000,"Tippi Hedren","Roar ","Zakes Mokae","English","USA",17000000,1981,6.4,"Adventure"
"Joel Schumacher",98,"David Murray",1569918,"Brenda Fricker","Veronica Guerin ","Gerard McSorley","English","Ireland",17000000,2003,6.9,"Biography"
"Andrea Di Stefano",120,"Brady Corbet",106869,"Josh Hutcherson","Escobar: Paradise Lost ","Carlos Bardem","English","France",17000000,2014,6.6,"Crime"
"Richard Kelly",160,"Curtis Armstrong",273420,"Janeane Garofalo","Southland Tales ","Chris Andrew Ciulla","English","France",17000000,2006,5.5,"Comedy"
"Todd Lincoln",83,"Rick Gomez",4930798,"Julianna Guill","The Apparition ","Tim Williams","English","USA",17000000,2012,4.1,"Horror"
"Howard Zieff",102,"Jamie Lee Curtis",59847242,"Macaulay Culkin","My Girl ","Griffin Dunne","English","USA",16500000,1991,6.8,"Comedy"
"Steven Shainberg",122,"Ty Burrell",220914,"Robert Downey Jr.","Fur: An Imaginary Portrait of Diane Arbus ","Matt Servitto","English","USA",16800000,2006,6.5,"Biography"
"Neil Burger",110,"Eddie Marsan",39825798,"Rufus Sewell","The Illusionist ","Jake Wood","English","USA",16000000,2006,7.6,"Drama"
"Oliver Stone",126,"Tamara Tunie",43848100,"Hal Holbrook","Wall Street ","James Karen","English","USA",15000000,1987,7.4,"Crime"
"Ang Lee",136,"Kate Winslet",42700000,"Alan Rickman","Sense and Sensibility ","Tom Wilkinson","English","USA",16500000,1995,7.7,"Drama"
"Julian Jarrold",120,"Julie Walters",18663911,"Anne Hathaway","Becoming Jane ","Laurence Fox","English","UK",16500000,2007,7.1,"Biography"
"Joe Nussbaum",108,"Matt Long",11702090,"Danny Strong","Sydney White ","Samm Levine","English","USA",16500000,2007,6.3,"Comedy"
"Vadim Perelman",126,"Kim Dickens",13005485,"Frances Fisher","House of Sand and Fog ","Ron Eldard","English","USA",15000000,2003,7.6,"Drama"
"Peter Weir",128,"Josh Charles",95860116,"Robin Williams","Dead Poets Society ","Kurtwood Smith","English","USA",16400000,1989,8,"Comedy"
"Peter Farrelly",113,"Mike Starr",127175354,"Lauren Holly","Dumb & Dumber ","Teri Garr","English","USA",16000000,1994,7.3,"Comedy"
"Rob Reiner",89,"Gretchen Palmer",92823600,"Bruno Kirby","When Harry Met Sally... ","Harley Jane Kozak","English","USA",16000000,1989,7.6,"Comedy"
"Sidney Lumet",129,"James Mason",54000000,"Charlotte Rampling","The Verdict ","Jack Warden","English","USA",16000000,1982,7.8,"Drama"
"Todd Phillips",94,"Rachel Blanchard",68525609,"Ethan Suplee","Road Trip ","Paulo Costanzo","English","USA",15600000,2000,6.5,"Comedy"
"Brian Robbins",106,"Ron Lester",52885587,"Paul Walker","Varsity Blues ","Mark Walters","English","USA",16000000,1999,6.4,"Comedy"
"Michel Hazanavicius",100,"Ed Lauter",44667095,"Bérénice Bejo","The Artist ","Beth Grant","English","France",15000000,2011,8,"Comedy"
"David S. Goyer",89,"Atticus Shaffer",42638165,"Gary Oldman","The Unborn ","Rachel Brosnahan","English","USA",16000000,2009,4.8,"Drama"
"Wes Anderson",94,"Bill Murray",45507053,"Bruce Willis","Moonrise Kingdom ","Bob Balaban","English","USA",16000000,2012,7.8,"Adventure"
"Jonathan Liebesman",83,"Jordana Brewster",39511038,"Matt Bomer","The Texas Chainsaw Massacre: The Beginning ","Lew Temple","English","USA",16000000,2006,5.9,"Horror"
"Cyrus Nowrasteh",111,"Vincent Walsh",6462576,"Clive Russell","The Young Messiah ","Finn Ireland","English","USA",18500000,2016,5.4,"Drama"
"Perry Andelin Blake",80,"Kenan Thompson",40363530,"Jennifer Esposito","The Master of Disguise ","James Brolin","English","USA",16000000,2002,3.3,"Comedy"
"John Whitesell",94,"Angus T. Jones",33357476,"Leslie Bibb","See Spot Run ","Paul Sorvino","English","USA",35000000,2001,5.4,"Action"
